Altura objetivo,Tiempo de quemado (s),Tiempo de empuje (s),Presión Objetivo (psi),Presión máxima (psi),Presión promedio (psi),Empuje máximo (N),Empuje promedio (N),Coeficiente de empuje maximo,Coeficiente de empuje promedio,Impulso total (Ns),Impulso especifico (s),Masa del cohete (Kg),Masa propelente (Kg),Masa total (Kg),Longitud de la cámara (mm),Longitud de la garganta (mm),Longitud del grano (mm),Diametro cámara (mm),Diametro garganta (mm),Diametro salida (mm),Ac/At,"Ae/At, Po(obj)",Ae/At max,Ae/At prom,Ap/At,Numero de segmentos,Diametro del grano (mm),Diametro nucleo del grano (mm),Relación de calores especificos,Peso molecular (kg/mol),Temperatura de combustión,Densidad teorica (g/cm^3),Densidad medida (g/cm^3),Velocidad caracteristica (m/s),Coeficiente de presión (Mpa^1/n),Exponente de presión ,Angulo de lanzamiento ,Diametro fuselaje (mm),Coeficiente de arrastre cohete
1000,0.9167537250206869,0.9760097600976009,1000,1086.2396293302845,956.1685175183349,993.1112724387924,878.2471275508939,1.3672562014071215,1.3033330950758961,857.6168478805998,123.37444757848075,5,0.7088386788930272,5.708838678893027,229.1078730810233,3,226.83947829804285,53.5,11.112499999999999,37.868963489576814,23.178430030329455,11.612969581928573,11.612969581928573,11.612969581928573,5.224489795918368,2,53.5,25.4,1.133,0.04202,1634.0,1.889,1.7945499999999999,895.1845910644244,8.26,0.319,90.0,3,0.46
