Alpha,Beta,Longitud tobera,Longitud de la garganta (mm),Presión promedio,Relación de expansión,Ac/At,De,Dt,Dc
0.2617993877991494,0.4363323129985824,98.37838413353063,3,956.1685175183349,11.612969581928573,23.178430030329455,37.868963489576814,11.112499999999999,53.5
