Alpha,Beta,Longitud tobera,Longitud de la garganta (mm),Presión promedio,Relación de expansión,Ac/At,De,Dt,Dc
0.2617993877991494,0.5235987755982988,73.78708357124466,3,1016.3059364849679,11.41456300107254,45.87804444444444,25.339083819474023,7.5,50.8
