Altura objetivo,Tiempo de quemado (s),Tiempo de empuje (s),Presión Objetivo (psi),Presión máxima (psi),Presión promedio (psi),Empuje máximo (N),Empuje promedio (N),Coeficiente de empuje maximo,Coeficiente de empuje promedio,Impulso total (Ns),Impulso especifico (s),Masa del cohete (Kg),Masa propelente (Kg),Masa total (Kg),Longitud de la cámara (mm),Longitud de la garganta (mm),Longitud del grano (mm),Diametro cámara (mm),Diametro garganta (mm),Diametro salida (mm),Ac/At,"Ae/At, Po(obj)",Ae/At max,Ae/At prom,Ap/At,Numero de segmentos,Diametro del grano (mm),Diametro nucleo del grano (mm),Relación de calores especificos,Peso molecular (kg/mol),Temperatura de combustión,Densidad teorica (g/cm^3),Densidad medida (g/cm^3),Velocidad caracteristica (m/s),Coeficiente de presión (Mpa^1/n),Exponente de presión ,Angulo de lanzamiento ,Diametro fuselaje (mm),Coeficiente de arrastre cohete
1000,2.358054992659836,2.473524735247352,1000,1115.6232760261075,1016.3059364849679,461.9044047765915,423.69831232101865,1.3593051941791732,1.3138177821862684,1048.2400736615016,153.5915013483657,6,0.6959417603330724,6.695941760333072,265.9292264512393,3,263.2962638131082,50.8,7.5,25.339083819474023,45.87804444444444,11.414563001072544,11.414563001072544,11.41456300107254,11.46951111111111,3,50.8,25.4,1.1405,0.034957,2118.785,1.932,1.7388,1114.9304279747098,2.57,0.371,90.0,3.065,0.45
