Alpha,Beta,Presión promedio,Relación de expansión,Ac/At,De,Dt,Dc
0.3141592653589793,0.7853981633974483,996.0686400806284,10.04941449242264,11.755102040816327,70.45505354065257,22.224999999999998,76.19999999999999
