Alpha,Beta,Presión promedio,Relación de expansión,Ac/At,De,Dt,Dc
0.3141592653589793,0.7853981633974483,1079.3718256670625,10.712470958154334,11.254876543800979,63.48736510032154,19.397353221,65.0748
