Alpha,Beta,Longitud tobera,Longitud de la garganta (mm),Presión promedio,Relación de expansión,Ac/At,De,Dt,Dc
0.2617993877991494,0.4363323129985824,104.40587121166472,3,775.8735431522853,8.562360425919083,9.38630637591854,51.09791407873759,17.4625,53.5
