Tiempo de quemado (s),Tiempo de empuje (s),Presión Objetivo (psi),Presión máxima (psi),Presión promedio (psi),Empuje máximo (N),Empuje promedio (N),Coeficiente de empuje maximo,Coeficiente de empuje promedio,Impulso total (Ns),Impulso especifico (s),Masa del cohete (Kg),Masa propelente (Kg),Masa total (Kg),Longitud de la cámara (mm),Longitud de la garganta (mm),Longitud del grano  (mm),Diametro cámara (mm),Diametro garganta (mm),Diametro salida (mm),Ac/At,"Ae/At, Po(obj)",Ae/At max,Ae/At prom,Ap/At,Numero de segmentos,Diametro del grano (mm),Diametro nucleo del grano (mm),Relación de calores especificos,Peso molecular (kg/mol),Temperatura de combustión,Densidad teorica (g/cm^3),Densidad medida (g/cm^3),Velocidad caracteristica (m/s),Coeficiente de presión (Mpa^1/n),Exponente de presión 
0.9793487805070812,1.029010290102901,800,856.9788359113799,775.8735431522853,1872.3177762406508,1715.8406179949786,1.3230384745434978,1.2776645619043163,1766.4733102373043,119.96767570471773,6.5,1.501489016654286,8.039882038154746,485.305,3,480.5,53.5,17.4625,51.09791407873759,9.38630637591854,8.562360425919083,8.562360425919083,8.562360425919083,2.1157024793388435,5,53.5,25.4,1.133,0.04202,1634.0,1.889,1.7945499999999999,895.1845910644244,8.26,0.319
